SERIAL_CODE,EMS_ID,STATION_NAME,STATION_NAME_FULL,LOCATION,CITY,CATEGORY,STATION_ENVIRONMENT,STATION_OWNER,DATE_ESTABLISHED,NOTES,LATITUDE,LONGITUDE,HEIGHT.m.,STATUS,CGNDB
549,0550502,Williams Lake Columneetza School,Williams Lake Columneetza School_60,1045 Western Avenue,Williams Lake,OPERATIONAL,N/A,ENV,8/1/2018 3:10:37 PM,N/A,52.14428,-122.150391,631,ACTIVE,N/A
378,0605020,Williams Lake Skyline School,Williams Lake Skyline School,225 Hodson Road,Williams Lake,NON OPERATIONAL,Residential,ENV,8/8/2001,Station closed 2008-03-31,52.1161,-122.1325,650,INACTIVE,N/A
10,E229797,Nanaimo Labieux Road,Nanaimo Labieux Road,2080A Labieux Road,Nanaimo,OPERATIONAL,Residential; Shaw; NAPS 102102,ENV,1/12/1997,PM25 TEOM set to record at local temp & pressure 2011-02-18; SO2 shut down; 2013-01-16 AQHI calculated using BAM1020 2013-02-01; Teom PM2.5 shut down June 4 @1400;CGNDB=JAQAL;,49.20083,-123.99389,121,ACTIVE,JAQAL
11,E249492,Vernon Science Centre,Vernon Science Centre,2704 Highway #6,Vernon,OPERATIONAL,Commercial; Shaw; NAPS 104003,ENV,10/15/2002,PM2.5 TEOM set to record at local temperature and pressure 2011-03-03;CGNDB=JBOAP;,50.260617,-119.270723,476,ACTIVE,JBOAP
13,0450307,Prince George Plaza 400,Prince George Plaza 400,1011 4th Avenue,Prince George,OPERATIONAL,Commercial; Shaw; NAPS 100202,ENV,11/5/1979,PM2.5 TEOM changed to record at local temperature and pressure 2011-02-02;CGNDB=JBLVS;,53.91472,-122.74194,588,ACTIVE,JBLVS
15,E208096,Quesnel Senior Secondary,Quesnel Senior Secondary,585 Callanan Street,Quesnel,OPERATIONAL,Residential; Shaw; NAPS 101701,ENV,2/14/1990,PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-25;PM2.5 SHARP set to record at local temperature and pressure 2011-02-25;CGNDB=JBNTS;,52.981686,-122.493227,490,ACTIVE,JBNTS
16,0550502,Williams Lake Columneetza School,Williams Lake Columneetza School,1045 Western Avenue,Williams Lake,OPERATIONAL,Residential; NAPS 102701,ENV,4/15/1992,PM2.5 TEOM set to record at local temperature and pressure 2011-02-21;PM10 TEOM set to record at local temperature and pressure 2011-03-02;CGNDB=JBTMB;,52.14428,-122.150391,631,ACTIVE,JBTMB
197,E227431,Whistler Meadow Park,Whistler Meadow Park,4325 Blackcomb Way,Whistler,OPERATIONAL,Residential; Shaw; NAPS 105001,ENV,4/24/2001,PM 2.5 BAM and TEOM set to record at local temperature and pressure 2011-02-09; Ultimate installed June 1. 2016;CGNDB=JCJHI;,50.144285,-122.960402,638,ACTIVE,JCJHI
267,0605008,Kamloops Federal Building,Kamloops Federal Building,317 Seymour Street,Kamloops,OPERATIONAL,Commercial; Shaw; NAPS 100401,ENV,3/3/1978,Station Closed 2006-11-27;Station Reopened 2010-06-10;CGNDB=JAFNW;,50.67477,-120.334016,381,ACTIVE,JAFNW
284,E240337,Colwood City Hall,Colwood City Hall,3300 Wishart Road,Colwood,OPERATIONAL,Commercial; Telus; NAPS 100308,ENV,1/2/2000,Station closed 2002-10-04;Station reopened 2011-01-24; PM2.5 BAM set to record at local temp and pressure 2011-02-03;BAM changed to record at actual conditions 2011-02-03; Ultimate installed June 7. 2016;CGNDB=JBLXS;;,48.42389,-123.49278,75,ACTIVE,JBLXS
4,E231866,Victoria Topaz,Victoria Topaz,923 Topaz Avenue,Victoria,OPERATIONAL,Residential; Telus; NAPS 100304,ENV,5/1/1998,PM2.5= BAM1020; PM2.5 BAM set to record at local temperature and pressure 2011-02-04;CGNDB=JBOBQ;,48.441942,-123.363165,29,ACTIVE,JBOBQ
414,E285829,Courtenay Elementary School,Courtenay Elementary School,1540 McPhee Avenue,Courtenay,OPERATIONAL,Shaw; NAPS 107100,ENV,5/20/2011,Started 2011-05-20: PM2.5=BAM1020;CGNDB=JAHJY;,49.682603,-124.996222,27,ACTIVE,JAHJY
419,E286369,Castlegar Zinio Park,Castlegar Zinio Park,801 9th Avenue,Castlegar,OPERATIONAL,Shaw; NAPS 103502,ENV,7/15/2011,PM2.5=SHARP5030;  CO Shut down 2012-05-04;CGNDB=JCAAC;,49.317698,-117.661527,407,ACTIVE,JCAAC
469,E299830,Fort St John Key Learning Centre,Fort St John Key Learning Centre,10511 99 Avenue,Fort St John,OPERATIONAL,N/A,ENV,2/12/2015,CGNDB=JAGPB,56.244722,-120.856111,679,ACTIVE,JAGPB
471,E300350,Terrace Skeena Middle School,Terrace Skeena Middle School,3411 Munroe Street,Terrace,OPERATIONAL,N/A,ENV,12/8/2014,CGNDB=JBXCK;,54.52167,-128.6075,81,ACTIVE,JBXCK
491,E304570,Squamish Elementary,Squamish Elementary,38370 Buckley Avenue,Squamish,OPERATIONAL,N/A,ENV,12/17/2015,CGNDB=JCVCJ;,49.70516000,-123.15133000,6,ACTIVE,JCVCJ
542,E311128,Duncan College Street,Duncan College Street,1050 College Street,Duncan,OPERATIONAL,Urban environment,ENV,2/1/2018 10:22:38 AM,Duncan Cairnsmore shut down on Jan. 15 2018  and moved to college st.;CGNDB=JBBWA;,48.786114,-123.717307,32,ACTIVE,JBBWA
550,E313510,Cranbrook Muriel Baxter,Cranbrook Muriel Baxter,3rd St. S. 20 Ave S.,Cranbrook,OPERATIONAL,N/A,ENV,8/20/2018,AQHI station for Cranbrook and East Kootenay. Started Aug.22. 2018;CGNDB=JAIQY;,49.507103,-115.753682,941,ACTIVE,JAIQY
560,E315110,Smithers Muheim Memorial,Smithers Muheim Memorial,1188 King Street,Smithers,OPERATIONAL,N/A,ENV,12/18/2018 1:41:38 PM,Started 2019-01-17;CGNDB=JBMQO;,54.7784861,-127.168542,496,ACTIVE,JBMQO
567,E316938,Kelowna Raymer Ave WWTP,Kelowna Raymer Ave WWTP,N/A,Kelowna,OPERATIONAL,N/A,ENV,6/5/2019 1:34:19 PM,Temporary site for Kelowna College;CGNDB=JAFUV;,49.86412,-119.48396,0,ACTIVE,JAFUV
569,E317390,Penticton Industrial Place,Penticton Industrial Place,102 Industrial Place,Penticton,OPERATIONAL,Tempo PM for Southern Okanagan;,ENV,7/15/2019 2:56:55 PM,Intended start date: 2019-07-18;CGNDB=JBHJG; Polling terminated 2019-09-25,49.47753,-119.59578,342,INACTIVE,JBHJG
9,0500886,Kelowna College,Kelowna College,3333 College Way,Kelowna,OPERATIONAL,Commercial; NAPS 100701,ENV,8/11/1983,PM2.5 TEOM set to record at local temperature and pressure 2011-03-03; Met on CR1000 2016-05-01;CGNDB=JAFUV;,49.862336,-119.477367,347,INACTIVE,JAFUV
